metric,count,mean,median,mode,min,max,range,variance,std_dev,cv,q1,q3,iqr,p5,p10,p90,p95,skewness,kurtosis,ci_95_lower,ci_95_upper,shapiro_stat,shapiro_p,is_normal,outliers
area_px,20,1187.425,1191.0,244.0,244.0,2291.0,2047.0,232853.61250000002,482.54907781488924,40.63827844410293,1028.75,1353.125,324.375,491.0,550.8,1628.0500000000009,2119.05,0.3324880981667929,0.5231145934137835,961.5850797779849,1413.264920222015,0.9408831283734781,0.24916333767963642,True,"{'iqr_outliers': [2, 11, 14, 19], 'zscore_outliers': [], 'iqr_lower': 542.1875, 'iqr_upper': 1839.6875}"
perimeter_px,20,157.12280881404877,151.76092928647995,61.79898941516876,61.79898941516876,293.52185904979706,231.7228696346283,2592.361902245685,50.915242337100636,32.404742965967245,143.34240472316742,167.1561131477356,23.813708424568176,92.00802981257439,97.94356367588043,205.01849749088294,255.0772245705128,0.8650716862953787,1.5107667024091889,133.29374189392425,180.95187573417329,0.8989313670474519,0.039381336901713075,False,"{'iqr_outliers': [11, 14, 15, 17, 19], 'zscore_outliers': [], 'iqr_lower': 107.62184208631516, 'iqr_upper': 202.87667578458786}"
length_px,20,59.22176551818848,60.83791160583496,20.0,20.0,113.03622436523438,93.03622436523438,441.87255156431024,21.02076477115688,35.494998481092026,46.5,65.86979293823242,19.369792938232422,28.55,35.09937934875489,80.93456344604495,94.58872642517092,0.561514106172664,0.8580256027727873,49.38374477132273,69.05978626505421,0.9475529645873786,0.3314672811572107,True,"{'iqr_outliers': [11], 'zscore_outliers': [], 'iqr_lower': 17.445310592651367, 'iqr_upper': 94.92448234558105}"
width_px,20,28.243865299224854,27.687488555908203,26.870054244995117,15.0,38.82901382446289,23.82901382446289,25.869245477293887,5.086181817168345,18.008094017173825,25.872793674468994,30.582366943359375,4.709573268890381,22.84235248565674,23.313469314575194,34.1977523803711,36.12009830474854,-0.28185196323075,1.1151605608004456,25.863458935119024,30.624271663330685,0.9557317367036765,0.4624770125971791,True,"{'iqr_outliers': [0, 19], 'zscore_outliers': [], 'iqr_lower': 18.808433771133423, 'iqr_upper': 37.646726846694946}"
major_axis_px,20,59.22176551818848,60.83791160583496,20.0,20.0,113.03622436523438,93.03622436523438,441.87255156431024,21.02076477115688,35.494998481092026,46.5,65.86979293823242,19.369792938232422,28.55,35.09937934875489,80.93456344604495,94.58872642517092,0.561514106172664,0.8580256027727873,49.38374477132273,69.05978626505421,0.9475529645873786,0.3314672811572107,True,"{'iqr_outliers': [11], 'zscore_outliers': [], 'iqr_lower': 17.445310592651367, 'iqr_upper': 94.92448234558105}"
minor_axis_px,20,28.243865299224854,27.687488555908203,26.870054244995117,15.0,38.82901382446289,23.82901382446289,25.869245477293887,5.086181817168345,18.008094017173825,25.872793674468994,30.582366943359375,4.709573268890381,22.84235248565674,23.313469314575194,34.1977523803711,36.12009830474854,-0.28185196323075,1.1151605608004456,25.863458935119024,30.624271663330685,0.9557317367036765,0.4624770125971791,True,"{'iqr_outliers': [0, 19], 'zscore_outliers': [], 'iqr_lower': 18.808433771133423, 'iqr_upper': 37.646726846694946}"
equivalent_diameter_px,20,38.01413553153298,38.94035252693776,17.625846048215095,17.625846048215095,54.009182524717566,36.38333647650247,70.31785915514955,8.38557446780777,22.059095519486114,36.15550070038386,41.50639040967903,5.350889709295167,24.94673930258584,26.479314472045086,45.479826053353875,51.94066865108003,-0.47242004963214035,0.6216814325968842,34.08956587449189,41.93870518857407,0.9366084275942705,0.2067288297019944,True,"{'iqr_outliers': [2, 11, 14, 15, 19], 'zscore_outliers': [], 'iqr_lower': 28.12916613644111, 'iqr_upper': 49.53272497362178}"
feret_max_px,20,61.577302837371825,60.44865036010742,21.360151290893555,21.360151290893555,113.50590515136719,92.14575386047363,376.101339162511,19.393332337752348,31.494286764996726,54.43801689147949,68.87650871276855,14.438491821289062,34.32974195480347,37.89382553100586,78.76417617797853,85.599031829834,0.4121091651613144,1.3581799822081724,52.50094391481443,70.65366175992922,0.9429715430855726,0.2727085121337602,True,"{'iqr_outliers': [11, 19], 'zscore_outliers': [], 'iqr_lower': 32.7802791595459, 'iqr_upper': 90.53424644470215}"
feret_min_px,20,27.2737756729126,26.718823432922363,19.38239097595215,19.38239097595215,35.38180160522461,15.999410629272461,16.349700098613,4.043476239402551,14.825509632017678,24.580245971679688,29.23393678665161,4.653690814971924,22.651241302490234,23.166097259521486,32.81591453552247,34.67652778625488,0.29846366994248014,-0.25951653054321344,25.381370540855563,29.166180804969635,0.9740039234944692,0.8361130963043555,True,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': 17.5997097492218, 'iqr_upper': 36.2144730091095}"
solidity,20,0.9369762546866796,0.9629515546482198,0.6181300634990147,0.6181300634990147,0.9784735812133072,0.3603435177142925,0.006380260113686971,0.07987653043095307,8.524925795228759,0.9321492480522333,0.9726925382636933,0.04054329021145997,0.8646045685095527,0.9085576910878529,0.9757906300484653,0.9761236790606653,-3.4055384836053157,11.108728571178323,0.8995928877101544,0.9743596216632047,0.5065993097111441,3.6491316713728456e-07,False,"{'iqr_outliers': [17], 'zscore_outliers': [17], 'iqr_lower': 0.8713343127350434, 'iqr_upper': 1.0335074735808831}"
