metric,count,mean,median,mode,min,max,range,variance,std_dev,cv,q1,q3,iqr,p5,p10,p90,p95,skewness,kurtosis,ci_95_lower,ci_95_upper,shapiro_stat,shapiro_p,is_normal,outliers
area_px,4,1712.625,1521.25,1024.0,1024.0,2784.0,1760.0,635624.2291666666,797.2604525289503,46.551956939140226,1153.0,2080.875,927.875,1049.8,1075.6,2502.75,2643.3749999999995,0.5831205587281667,-1.224530726539651,444.0057092502127,2981.244290749787,0.9106861360566365,0.4860450066806263,True,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': -238.8125, 'iqr_upper': 3472.6875}"
perimeter_px,4,170.85712400078773,162.0035709142685,132.91168761253357,132.91168761253357,226.50966656208038,93.59797894954681,1816.4243732410196,42.61953042023128,24.94454396881618,140.15432858467102,192.7063663303852,52.55203774571419,134.36021580696107,135.80874400138856,212.98834646940233,219.74900651574134,0.4786863471301217,-1.3406001249439448,103.03994044139192,238.67430756018354,0.9196666777511233,0.5350800850743205,True,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': 61.32627196609974, 'iqr_upper': 271.5344229489565}"
length_px,4,62.98568630218506,59.59394645690918,39.04742431640625,39.04742431640625,93.70742797851562,54.660003662109375,655.8254830780243,25.609089852589925,40.658586666382824,43.49085330963135,79.08877944946289,35.59792613983154,39.93611011505127,40.82479591369629,87.85996856689454,90.78369827270507,0.24863977889285743,-1.6149360021460817,22.23590961065841,103.7354629937117,0.9150408614729745,0.5095128272367699,True,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': -9.906035900115967, 'iqr_upper': 132.4856686592102}"
width_px,4,36.565945625305176,37.361656188964844,32.7423095703125,32.7423095703125,38.798160552978516,6.055850982666016,6.975208886737771,2.641062075517683,7.222736976587191,36.08094024658203,37.84666156768799,1.765721321105957,33.41003570556641,34.077761840820315,38.4175609588623,38.60786075592041,-0.9117433273178259,-0.8113223515934731,32.36342650317709,40.76846474743326,0.8501482076334593,0.22664047283336594,True,"{'iqr_outliers': [3], 'zscore_outliers': [], 'iqr_lower': 33.432358264923096, 'iqr_upper': 40.495243549346924}"
major_axis_px,4,62.98568630218506,59.59394645690918,39.04742431640625,39.04742431640625,93.70742797851562,54.660003662109375,655.8254830780243,25.609089852589925,40.658586666382824,43.49085330963135,79.08877944946289,35.59792613983154,39.93611011505127,40.82479591369629,87.85996856689454,90.78369827270507,0.24863977889285743,-1.6149360021460817,22.23590961065841,103.7354629937117,0.9150408614729745,0.5095128272367699,True,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': -9.906035900115967, 'iqr_upper': 132.4856686592102}"
minor_axis_px,4,36.565945625305176,37.361656188964844,32.7423095703125,32.7423095703125,38.798160552978516,6.055850982666016,6.975208886737771,2.641062075517683,7.222736976587191,36.08094024658203,37.84666156768799,1.765721321105957,33.41003570556641,34.077761840820315,38.4175609588623,38.60786075592041,-0.9117433273178259,-0.8113223515934731,32.36342650317709,40.76846474743326,0.8501482076334593,0.22664047283336594,True,"{'iqr_outliers': [3], 'zscore_outliers': [], 'iqr_lower': 33.432358264923096, 'iqr_upper': 40.495243549346924}"
equivalent_diameter_px,4,45.788999550391196,43.75524547039173,36.1081333470564,36.1081333470564,59.53737391372493,23.429240566668526,111.93252730177717,10.579816978652191,23.10558667482789,38.29428301486984,51.24996200591308,12.955678991043243,36.54536328061909,36.982593214181776,56.22240915060019,57.87989153216255,0.45545935496154255,-1.3448129110151505,28.954149823246443,62.62384927753595,0.9304833297019369,0.5972429821819758,True,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': 18.860764528304976, 'iqr_upper': 70.68348049247794}"
feret_max_px,4,69.08237075805664,65.67183494567871,51.46860885620117,51.46860885620117,93.51720428466797,42.0485954284668,353.45133702651947,18.80030151424491,27.21432589522465,56.079341888427734,78.67486381530762,22.595521926879883,52.39075546264648,53.3129020690918,87.58026809692383,90.54873619079589,0.4470098675176607,-1.3262016579483915,39.16689571194243,98.99784580417085,0.9404345263094523,0.6569780429046677,True,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': 22.18605899810791, 'iqr_upper': 112.56814670562744}"
feret_min_px,4,33.89861869812012,32.794898986816406,31.970928192138672,31.970928192138672,38.033748626708984,6.0628204345703125,7.888424304173289,2.8086338857482454,8.285393309857787,32.247846603393555,34.44567108154297,2.197824478149414,32.02631187438965,32.081695556640625,36.59851760864258,37.31613311767578,1.0334213478505407,-0.7696715013802118,29.429455431823055,38.36778196441718,0.7878837464847088,0.08220762288776774,True,"{'iqr_outliers': [0], 'zscore_outliers': [], 'iqr_lower': 28.951109886169434, 'iqr_upper': 37.74240779876709}"
solidity,4,0.9768391940587359,0.976479254654899,0.9678638941398866,0.9678638941398866,0.9865343727852587,0.01867047864537208,0.00010156028387288825,0.010077712234078141,1.0316654261389293,0.9682817630086559,0.985036685704979,0.01675492269632317,0.9679474679136405,0.9680310416873943,0.9859352979531468,0.9862348353692028,0.01803981157422709,-1.971948806350874,0.9608033050262087,0.992875083091263,0.7897817903651663,0.08512243027313923,True,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': 0.9431493789641712, 'iqr_upper': 1.0101690697494639}"
