metric,count,mean,median,mode,min,max,range,variance,std_dev,cv,q1,q3,iqr,p5,p10,p90,p95,skewness,kurtosis,ci_95_lower,ci_95_upper,shapiro_stat,shapiro_p,is_normal,outliers
area_px,38,2848.6973684210525,2083.75,735.0,735.0,8378.5,7643.5,3477201.615398293,1864.72561397067,65.45888779348407,1424.625,4124.125,2699.5,849.475,945.5,5091.800000000001,5748.574999999998,0.9644359752854292,0.431188522848025,2235.7773110035987,3461.6174258385063,0.8937789864936958,0.0017089818729729173,False,"{'iqr_outliers': [10], 'zscore_outliers': [10], 'iqr_lower': -2624.625, 'iqr_upper': 8173.375}"
perimeter_px,38,232.03847089252974,193.8736274242401,116.56854140758514,116.56854140758514,515.0609623193741,398.49242091178894,8808.374349032936,93.85294001272915,40.4471463941847,163.8068709075451,294.31044068932533,130.50356978178024,123.23630831241607,138.14082840681075,350.0855228424073,368.7727988898753,0.994418317569458,0.6551816765913312,201.18977714883798,262.8871646362215,0.9041116984941384,0.003336725768503636,False,"{'iqr_outliers': [10], 'zscore_outliers': [10], 'iqr_lower': -31.948483765125275, 'iqr_upper': 490.0657953619957}"
length_px,38,80.51975370708264,63.17942237854004,36.0,36.0,223.329345703125,187.329345703125,1962.6684512382242,44.30201407654312,55.02005661580438,46.16726207733154,108.71471405029297,62.547451972961426,38.179983901977536,40.067604064941406,129.68454132080083,146.18122406005853,1.2928194674583933,1.5168257201025792,65.9580440335163,95.08146338064898,0.8490568450369228,0.0001238720724831071,False,"{'iqr_outliers': [10], 'zscore_outliers': [10], 'iqr_lower': -47.653915882110596, 'iqr_upper': 202.5358920097351}"
width_px,38,44.68016498967221,47.746137619018555,30.374231338500977,30.374231338500977,51.994693756103516,21.62046241760254,40.147321327219814,6.336191389724573,14.181217529499229,42.673994064331055,49.040775299072266,6.366781234741211,30.95426998138428,32.79811668395996,49.64482650756836,50.43819007873535,-1.1640637123245725,0.04405002495100474,42.59751070461178,46.762819274732635,0.8117694589734783,1.8318430389267594e-05,False,"{'iqr_outliers': [7, 31, 33, 36, 37], 'zscore_outliers': [], 'iqr_lower': 33.12382221221924, 'iqr_upper': 58.59094715118408}"
major_axis_px,38,80.51975370708264,63.17942237854004,36.0,36.0,223.329345703125,187.329345703125,1962.6684512382242,44.30201407654312,55.02005661580438,46.16726207733154,108.71471405029297,62.547451972961426,38.179983901977536,40.067604064941406,129.68454132080083,146.18122406005853,1.2928194674583933,1.5168257201025792,65.9580440335163,95.08146338064898,0.8490568450369228,0.0001238720724831071,False,"{'iqr_outliers': [10], 'zscore_outliers': [10], 'iqr_lower': -47.653915882110596, 'iqr_upper': 202.5358920097351}"
minor_axis_px,38,44.68016498967221,47.746137619018555,30.374231338500977,30.374231338500977,51.994693756103516,21.62046241760254,40.147321327219814,6.336191389724573,14.181217529499229,42.673994064331055,49.040775299072266,6.366781234741211,30.95426998138428,32.79811668395996,49.64482650756836,50.43819007873535,-1.1640637123245725,0.04405002495100474,42.59751070461178,46.762819274732635,0.8117694589734783,1.8318430389267594e-05,False,"{'iqr_outliers': [7, 31, 33, 36, 37], 'zscore_outliers': [], 'iqr_lower': 33.12382221221924, 'iqr_upper': 58.59094715118408}"
equivalent_diameter_px,38,57.208545693619236,51.50706450480984,30.591356056578213,30.591356056578213,103.28522413958136,72.69386808300314,363.83093845823623,19.07435289749658,33.341789528525005,42.589568480893455,72.46140226735272,29.87183378645927,32.88085159015238,34.69628267673631,80.51121437686648,85.48120594683802,0.4559880662353327,-0.7627601108229292,50.93896190845315,63.47812947878532,0.9403271252767055,0.04292942909625448,False,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': -2.2181821987954535, 'iqr_upper': 117.26915294704163}"
feret_max_px,38,90.86665093271355,68.47484970092773,36.10798645019531,36.10798645019531,226.30079650878906,190.19281005859375,2529.4441274008627,50.293579385453,55.34877633235897,48.63975715637207,131.13998222351074,82.50022506713867,40.68979320526123,43.36197967529297,157.40696258544926,173.1496917724609,0.8381180015623552,-0.2719303765415009,74.33556274809769,107.39773911732942,0.8781556810184405,0.0006515586608844866,False,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': -75.11058044433594, 'iqr_upper': 254.89031982421875}"
feret_min_px,38,44.447123527526855,46.889286041259766,26.867834091186523,26.867834091186523,52.749385833740234,25.88155174255371,35.80860957594952,5.984029543372051,13.463254916071318,43.42419719696045,48.02290153503418,4.5987043380737305,33.098259162902835,34.54131088256836,48.73998146057129,50.13203887939453,-1.2474975098159584,0.7760200551579897,42.48022196097336,46.41402509408035,0.8426000702381373,8.755553855068008e-05,False,"{'iqr_outliers': [31, 33, 34, 36, 37], 'zscore_outliers': [], 'iqr_lower': 36.52614068984985, 'iqr_upper': 54.920958042144775}"
solidity,38,0.9207707804540025,0.9302654666407517,0.848729792147806,0.848729792147806,0.9595500239348971,0.1108202317870911,0.000994852118001518,0.03154127641680846,3.425529685168384,0.8999796007651195,0.9445623125530105,0.04458271178789097,0.8596806230351529,0.8759904479926686,0.9540622576522988,0.9557983718077394,-0.791224046755762,-0.34400662297792106,0.910403420877038,0.9311381400309671,0.9068146600662731,0.003992211249690707,False,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': 0.8331055330832831, 'iqr_upper': 1.011436380234847}"
convexity,38,0.9290496265537577,0.9299998610707806,0.8813392786955704,0.8813392786955704,0.9531761310813898,0.07183685238581938,0.0002285183124592041,0.01511682216800886,1.6271275221414832,0.9225378420590669,0.9368946678860218,0.014356825826954966,0.9004350200853511,0.9118339071004089,0.9467191792856038,0.9509128215210269,-0.8923672772585356,1.3276722291368435,0.9240808507500854,0.9340184023574299,0.9441056034603109,0.057004571498707225,True,"{'iqr_outliers': [17, 28, 34], 'zscore_outliers': [17], 'iqr_lower': 0.9010026033186345, 'iqr_upper': 0.9584299066264543}"
circularity,38,0.6285727482503045,0.6354300503617714,0.39687968392955714,0.39687968392955714,0.7530468916177098,0.35616720768815263,0.006227408143738692,0.07891392870551239,12.554462299738137,0.5845948663916355,0.6878653730615617,0.10327050666992621,0.5073313286520541,0.5430174289845292,0.716015179756576,0.729568497784212,-0.8448186864566869,0.7413316632323013,0.6026343853346867,0.6545111111659223,0.9490059193789607,0.08257867777720505,True,"{'iqr_outliers': [10], 'zscore_outliers': [], 'iqr_lower': 0.4296891063867462, 'iqr_upper': 0.842771133066451}"
