metric,count,mean,median,mode,min,max,range,variance,std_dev,cv,q1,q3,iqr,p5,p10,p90,p95,skewness,kurtosis,ci_95_lower,ci_95_upper,shapiro_stat,shapiro_p,is_normal,outliers
area_px,41,2786.939024390244,1934.0,766.5,766.5,8395.0,7628.5,3523948.8524390245,1877.218381659157,67.35771271744544,1351.5,4044.5,2693.0,782.5,933.0,5230.5,5672.0,0.9669399683472654,0.3753741361174523,2194.4157915561755,3379.4622572243125,0.8848645613370207,0.0006107010802306886,False,"{'iqr_outliers': [8], 'zscore_outliers': [8], 'iqr_lower': -2688.0, 'iqr_upper': 8084.0}"
perimeter_px,41,228.12519582015713,190.65180158615112,116.32590091228485,116.32590091228485,517.6467486619949,401.3208477497101,9090.459098565114,95.34389911559687,41.79455003767379,152.4680358171463,284.1909067630768,131.72287094593048,123.982754945755,135.29646348953247,361.73001062870026,372.977702498436,1.0200378797897878,0.6187690389844493,198.03094792287857,258.2194437174357,0.8974847035549781,0.0013987655291728368,False,"{'iqr_outliers': [8], 'zscore_outliers': [8], 'iqr_lower': -45.11627060174942, 'iqr_upper': 481.7752131819725}"
length_px,41,79.30478044835533,57.86139678955078,36.0,36.0,224.2697296142578,188.2697296142578,2026.175505703707,45.013059279543604,56.75957871021017,44.28048324584961,105.1983871459961,60.917903900146484,37.450374603271484,39.749786376953125,138.4297332763672,147.5804901123047,1.27051059777553,1.3247120590395554,65.09690582670709,93.51265507000358,0.8438222221633391,5.300619233483949e-05,False,"{'iqr_outliers': [8], 'zscore_outliers': [8], 'iqr_lower': -47.09637260437012, 'iqr_upper': 196.57524299621582}"
width_px,41,43.925579489731206,47.0,29.448486328125,29.448486328125,49.64070510864258,20.192218780517578,36.821802760770794,6.068097128488534,13.814495332741409,40.15974426269531,48.690738677978516,8.530994415283203,31.0,35.669647216796875,49.04874801635742,49.20650100708008,-1.0183403500200001,-0.25726939871828813,42.01025170322971,45.8409072762327,0.8209298622746954,1.5589414494493486e-05,False,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': 27.363252639770508, 'iqr_upper': 61.48723030090332}"
major_axis_px,41,79.30478044835533,57.86139678955078,36.0,36.0,224.2697296142578,188.2697296142578,2026.175505703707,45.013059279543604,56.75957871021017,44.28048324584961,105.1983871459961,60.917903900146484,37.450374603271484,39.749786376953125,138.4297332763672,147.5804901123047,1.27051059777553,1.3247120590395554,65.09690582670709,93.51265507000358,0.8438222221633391,5.300619233483949e-05,False,"{'iqr_outliers': [8], 'zscore_outliers': [8], 'iqr_lower': -47.09637260437012, 'iqr_upper': 196.57524299621582}"
minor_axis_px,41,43.925579489731206,47.0,29.448486328125,29.448486328125,49.64070510864258,20.192218780517578,36.821802760770794,6.068097128488534,13.814495332741409,40.15974426269531,48.690738677978516,8.530994415283203,31.0,35.669647216796875,49.04874801635742,49.20650100708008,-1.0183403500200001,-0.25726939871828813,42.01025170322971,45.8409072762327,0.8209298622746954,1.5589414494493486e-05,False,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': 27.363252639770508, 'iqr_upper': 61.48723030090332}"
equivalent_diameter_px,41,56.4125063046263,49.62303174452167,31.240008179248324,31.240008179248324,103.38687526979278,72.14686709054446,375.22185972603563,19.370644277515286,34.33749986734188,41.48232448537054,71.7608342947695,30.278509809398955,31.564377766008075,34.46639660942099,81.60685901771535,84.98126086225035,0.47754812534198543,-0.8146337201446254,50.29837654671939,62.52663606253321,0.9282345905244745,0.012624457542191127,False,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': -3.9354402287278916, 'iqr_upper': 117.17859900886793}"
feret_max_px,41,89.3273755515494,63.59469223022461,36.70708084106445,36.70708084106445,227.55833435058594,190.85125350952148,2620.799843665698,51.19374809159511,57.31025654285793,47.96611404418945,126.27704620361328,78.31093215942383,38.726951599121094,40.76960372924805,153.01657104492188,182.6141815185547,0.848420465157742,-0.28676432265972407,73.16863482298538,105.48611628011341,0.8637150620580212,0.0001658140499171733,False,"{'iqr_outliers': [], 'zscore_outliers': [], 'iqr_lower': -69.50028419494629, 'iqr_upper': 243.74344444274902}"
feret_min_px,41,43.51249741344917,45.7418098449707,26.89031982421875,26.89031982421875,53.02870559692383,26.138385772705078,38.30277041735749,6.188923203381788,14.223323346797532,41.57578659057617,47.65640640258789,6.080619812011719,31.04209327697754,34.35812759399414,49.03633499145508,49.566951751708984,-1.0368240848621664,0.12872557013435193,41.55903221192666,45.46596261497167,0.8770986066460994,0.0003739329118150385,False,"{'iqr_outliers': [37, 38, 40], 'zscore_outliers': [], 'iqr_lower': 32.454856872558594, 'iqr_upper': 56.77733612060547}"
solidity,41,0.9223306794001924,0.9314533622559653,0.7921219091431857,0.7921219091431857,0.9654302296240223,0.17330832048083655,0.0014108562224175057,0.037561366088276205,4.0724402784371225,0.9051528878822197,0.9497654193843689,0.044612531502149166,0.8715801228364043,0.8772644927536232,0.9560582423296932,0.9612718505123569,-1.492285528569209,2.4065137124693816,0.9104748493690489,0.934186509431336,0.8609998594683006,0.0001412565489656066,False,"{'iqr_outliers': [4, 38], 'zscore_outliers': [4], 'iqr_lower': 0.838234090628996, 'iqr_upper': 1.0166842166375927}"
