metric,count,mean,median,mode,min,max,range,variance,std_dev,cv,q1,q3,iqr,p5,p10,p90,p95,skewness,kurtosis,ci_95_lower,ci_95_upper,shapiro_stat,shapiro_p,is_normal,outliers
area_px,47,3596.351063829787,3349.0,1327.5,1327.5,8277.5,6950.0,3097795.0969010177,1760.0554243832828,48.94003374934658,2445.25,4064.5,1619.25,1788.3,1824.3,6378.699999999999,7450.249999999998,1.1346604304488377,0.5172491419718264,3079.579431637563,4113.122696022011,0.8794439586795451,0.0001694055885488367,False,"{'iqr_outliers': [0, 10, 12, 25, 34], 'zscore_outliers': [], 'iqr_lower': 16.375, 'iqr_upper': 6493.375}"
perimeter_px,47,283.5975889677697,255.4629843235016,153.98275530338287,153.98275530338287,652.4995614290237,498.51680612564087,10963.405111663647,104.70628019208613,36.920722976945264,208.00357002019882,306.40053856372833,98.39696854352951,179.3047896027565,187.93077807426454,448.3608749628067,473.87244094610213,1.4723121560338477,2.090353837363719,252.85467339475562,314.34050454078374,0.8591565076570625,4.536209535068134e-05,False,"{'iqr_outliers': [0, 10, 34, 42], 'zscore_outliers': [34], 'iqr_lower': 60.408117204904556, 'iqr_upper': 453.9959913790226}"
length_px,47,103.42939928744701,92.27008056640625,44.3840217590332,44.3840217590332,205.1588134765625,160.7747917175293,1865.3697427134514,43.189926403195585,41.75788189890169,72.89155960083008,118.80239486694336,45.91083526611328,51.61854209899902,57.34352798461914,174.71600341796872,197.07526245117185,0.972415342806463,0.11268205100704964,90.74836183121916,116.11043674367487,0.8969359200971282,0.0005758825619179322,False,"{'iqr_outliers': [10, 12, 25, 34, 42], 'zscore_outliers': [], 'iqr_lower': 4.025306701660156, 'iqr_upper': 187.66864776611328}"
width_px,47,47.566926996758646,45.7931022644043,34.978981018066406,34.978981018066406,107.0,72.0210189819336,142.39451902743636,11.93291745665897,25.086584755563702,42.86559867858887,48.110923767089844,5.245325088500977,39.19882774353027,40.529639434814456,50.35654067993164,55.28680648803709,3.824280593195665,15.284258449561637,44.063291176282426,51.070562817234865,0.5254463014004762,4.1449468024208746e-11,False,"{'iqr_outliers': [0, 13, 34, 44], 'zscore_outliers': [0, 34], 'iqr_lower': 34.9976110458374, 'iqr_upper': 55.97891139984131}"
major_axis_px,47,103.42939928744701,92.27008056640625,44.3840217590332,44.3840217590332,205.1588134765625,160.7747917175293,1865.3697427134514,43.189926403195585,41.75788189890169,72.89155960083008,118.80239486694336,45.91083526611328,51.61854209899902,57.34352798461914,174.71600341796872,197.07526245117185,0.972415342806463,0.11268205100704964,90.74836183121916,116.11043674367487,0.8969359200971282,0.0005758825619179322,False,"{'iqr_outliers': [10, 12, 25, 34, 42], 'zscore_outliers': [], 'iqr_lower': 4.025306701660156, 'iqr_upper': 187.66864776611328}"
minor_axis_px,47,47.566926996758646,45.7931022644043,34.978981018066406,34.978981018066406,107.0,72.0210189819336,142.39451902743636,11.93291745665897,25.086584755563702,42.86559867858887,48.110923767089844,5.245325088500977,39.19882774353027,40.529639434814456,50.35654067993164,55.28680648803709,3.824280593195665,15.284258449561637,44.063291176282426,51.070562817234865,0.5254463014004762,4.1449468024208746e-11,False,"{'iqr_outliers': [0, 13, 34, 44], 'zscore_outliers': [0, 34], 'iqr_lower': 34.9976110458374, 'iqr_upper': 55.97891139984131}"
equivalent_diameter_px,47,65.89470817320809,65.29991757512455,41.11235210537009,41.11235210537009,102.66080231298268,61.54845020761259,242.05390915981306,15.558081795639623,23.610517789598973,55.79763993193832,71.93694139699068,16.139301465052355,47.7171324142652,48.19508566196172,90.07332609294004,97.38498937639753,0.7267314153377255,-0.1827171214791452,61.32668422809284,70.46273211832333,0.9363916565326331,0.013037170922576813,False,"{'iqr_outliers': [0, 10, 34], 'zscore_outliers': [], 'iqr_lower': 31.588687734359787, 'iqr_upper': 96.1458935945692}"
feret_max_px,47,116.13147621966422,108.72286987304688,49.93372344970703,49.93372344970703,211.726318359375,161.79259490966797,1928.0796331616252,43.90990358861683,37.8105101372867,84.78573226928711,135.5191650390625,50.73343276977539,64.17776641845703,66.21806030273437,189.017724609375,204.03550872802734,0.6749499590584035,-0.3806458408929352,103.23904554246342,129.02390689686501,0.9306474761460043,0.008002272762320599,False,"{'iqr_outliers': [10], 'zscore_outliers': [], 'iqr_lower': 8.685583114624023, 'iqr_upper': 211.6193141937256}"
feret_min_px,47,46.04385302929168,44.76626205444336,33.859371185302734,33.859371185302734,108.2861099243164,74.42673873901367,151.18683837907705,12.295805723053574,26.704554276183966,41.6374397277832,46.760061264038086,5.122621536254883,36.52238655090332,37.725930786132814,48.34811706542968,50.20304031372069,3.9236776757926752,16.06566822222554,42.43366922224064,49.654036836342726,0.5045245314066293,2.245279445432639e-11,False,"{'iqr_outliers': [0, 34, 44], 'zscore_outliers': [0, 34], 'iqr_lower': 33.95350742340088, 'iqr_upper': 54.44399356842041}"
solidity,47,0.916327981663985,0.9410881801125703,0.5459260557210444,0.5459260557210444,0.9767250821467689,0.43079902642572454,0.0061100708740072064,0.07816694233502552,8.530454586040257,0.9148794797805423,0.9612959443642652,0.04641646458372295,0.7986493584561846,0.8422824115533096,0.966167792475842,0.9682692611015035,-2.9988253852746682,10.186406220098469,0.8933773076031948,0.9392786557247752,0.6418848429785904,1.850189619766558e-09,False,"{'iqr_outliers': [34, 35, 42, 43, 46], 'zscore_outliers': [34], 'iqr_lower': 0.8452547829049579, 'iqr_upper': 1.0309206412398497}"
