label,area_px,area_mm2,hull_area_px,hull_area_mm2,perimeter_px,perimeter_mm,hull_perimeter_px,hull_perimeter_mm,length_px,length_mm,width_px,width_mm,major_axis_px,major_axis_mm,minor_axis_px,minor_axis_mm,bbox_x,bbox_y,bbox_w_px,bbox_h_px,bbox_w_mm,bbox_h_mm,rot_rect_w_px,rot_rect_h_px,rot_rect_w_mm,rot_rect_h_mm,rot_rect_angle,solidity,convexity,circularity,elongation,aspect_ratio,eccentricity,extent,fill_ratio,equivalent_diameter_px,equivalent_diameter_mm,feret_max_px,feret_max_mm,feret_min_px,feret_min_mm,centroid_x,centroid_y,orientation_angle,hu_moments_0,hu_moments_1,hu_moments_2,hu_moments_3,hu_moments_4,hu_moments_5,hu_moments_6,zernike_moments_0,zernike_moments_1,zernike_moments_2,zernike_moments_3,zernike_moments_4
1,8277.5,,9643.0,,470.0071394443512,,377.00606322288513,,131.25088500976562,,92.67391204833984,,131.25088500976562,,92.67391204833984,,1663,1984,98,130,,,92.67391204833984,131.25088500976562,,,-5.11731481552124,0.8583946904490304,0.8021283754723105,0.47086904797462303,0.7060821878758723,1.416265722561745,0.6611779288399413,0.6497252747252747,0.6805177424950154,102.66080231298268,,122.89214324951172,,92.197265625,,1719.9487163998792,2044.0884727675425,153.30369567871094,0.17358481265437592,0.003176298667727301,0.0012339313795986728,4.130000931937364e-05,8.686995496936542e-09,1.700849819750746e-06,3.394038833087847e-09,1.0,0.4994615492762614,0.29064384912578184,0.18590572563311597,0.12710648239626546
2,4258.5,,4453.5,,288.95331728458405,,275.07578456401825,,103.661865234375,,48.507530212402344,,103.661865234375,,48.507530212402344,,1861,2498,102,58,,,48.507530212402344,103.661865234375,,,-81.8698959350586,0.9562142135399124,0.9519730977620232,0.6409308060265763,0.46793997100793927,2.137026246862407,0.9110016154806885,0.7198275862068966,0.846892856650029,73.63484637897122,,123.2720718383789,,50.837745666503906,,1907.6937888928026,2527.1149465774333,96.40873718261719,0.19383224293101345,0.018092920228101914,0.00028999080044832406,2.3331468052190854e-05,-5.147026744733528e-10,-1.0004189208442814e-06,1.8490045787224399e-09,1.0,0.5063066328933779,0.30524223653795607,0.20462517353251544,0.14720292968944543
3,5205.0,,5670.0,,367.1614679098129,,340.31302547454834,,147.85165405273438,,49.25938034057617,,147.85165405273438,,49.25938034057617,,852,2211,99,127,,,147.85165405273438,49.25938034057617,,,-53.972625732421875,0.917989417989418,0.926875653406366,0.4851950962162372,0.3331675973202626,3.001492366134076,0.9652722986742773,0.41398234311620136,0.7146700825327597,81.40768901244232,,184.247802734375,,48.13397216796875,,909.7239513288504,2280.4381364073006,34.29517364501953,0.2404775889353505,0.043948308160842615,0.0017813690644328266,0.0003233746540679103,1.7631637404958609e-07,3.469961116502838e-05,1.7097848813483458e-07,1.0,0.4398892574186589,0.24064645430162265,0.15045270314499407,0.10271752013013716
4,3433.5,,3553.0,,247.63960897922516,,237.22584199905396,,87.65386199951172,,48.03074264526367,,87.65386199951172,,48.03074264526367,,1780,2488,82,57,,,48.03074264526367,87.65386199951172,,,-79.69515228271484,0.9663664508865747,0.9579478944297444,0.7035690013521378,0.5479592290586264,1.8249532939119628,0.8820227804029426,0.7345956354300385,0.8155426805641338,66.11859025151837,,103.39847564697266,,48.72206115722656,,1823.1589243240617,2514.0718411727585,105.99919128417969,0.17663140016139825,0.01046882073219706,0.00019637479755810883,1.0164432539786568e-05,3.8795352585482155e-10,9.623739912134558e-07,-2.3608798449062474e-10,1.0,0.5063670267138126,0.300687114405672,0.197114694568978,0.13837270907314275
5,4109.5,,4252.0,,281.66399478912354,,263.8922585248947,,108.94693756103516,,47.773231506347656,,108.94693756103516,,47.773231506347656,,2259,1757,91,82,,,108.94693756103516,47.773231506347656,,,-29.357751846313477,0.966486359360301,0.9369044798305365,0.6509328358595111,0.43849999436270287,2.280501739694107,0.9160843354089475,0.5507236665773251,0.7895676363919522,72.33517753547821,,117.423095703125,,47.08497619628906,,2305.8603641967798,1800.0915358721659,55.216915130615234,0.19979502074477604,0.022772526515864606,3.8267908700464137e-05,2.578693340727776e-06,-2.5616283623362648e-11,-3.8310278347302006e-07,-1.322119400243139e-13,1.0,0.49980660639137386,0.3005177624688099,0.2027102889132444,0.147687424148984
6,3811.5,,3987.5,,274.2081503868103,,255.32722318172455,,103.64028930664062,,47.411136627197266,,103.64028930664062,,47.411136627197266,,1752,1826,67,96,,,47.411136627197266,103.64028930664062,,,-23.629377365112305,0.9558620689655173,0.931143814731796,0.6370082682838507,0.457458551538021,2.185990395496818,0.914314826982129,0.5925839552238806,0.7756877632124299,69.66313605313842,,115.33218383789062,,46.710018157958984,,1788.4633346451528,1868.5548559184922,157.91567993164062,0.19481671742185236,0.01940883979859182,0.00036222101777306885,2.8182267867972407e-05,-7.75374250605282e-10,-1.4487445321269041e-06,-2.7401417707116498e-09,1.0,0.4910183426466401,0.28868815790521907,0.18996791723316508,0.13493326689848098
7,3500.5,,3645.5,,255.4629843235016,,242.57628262043,,92.27008056640625,,48.25619125366211,,92.27008056640625,,48.25619125366211,,1454,3073,77,87,,,92.27008056640625,48.25619125366211,,,-52.69605255126953,0.9602249348511864,0.949555503169286,0.6740373824597817,0.5229885024206997,1.9120879242495952,0.8796048815388308,0.5225406777130915,0.7861694095303526,66.76057988323227,,102.30990600585938,,48.669334411621094,,1489.8397847926485,3117.5264962148262,36.104549407958984,0.18492617604427694,0.013765290684252264,0.0005451293296688352,4.6742963814691144e-05,6.486346704648091e-09,4.773755038154e-06,-3.6905091486167535e-09,1.0,0.4777078678170132,0.27039871724295794,0.1702563173866668,0.11542625525426287
8,4451.5,,4716.0,,314.776692032814,,288.86790585517883,,120.32733917236328,,47.28653335571289,,120.32733917236328,,47.28653335571289,,479,1802,105,88,,,47.28653335571289,120.32733917236328,,,-59.826480865478516,0.9439143341815097,0.9176915355126284,0.5645613040116682,0.392982456696538,2.5446428535414305,0.9414724125004195,0.4817640692640693,0.7823563072544757,75.28496419198575,,137.07708740234375,,46.20732116699219,,531.1818862555692,1842.131977984949,124.0127944946289,0.21570968102785362,0.030841064432759337,0.0001343581941779099,1.550359714526665e-05,5.938744748222656e-10,2.146124935896244e-06,3.8475957838422904e-10,1.0,0.47666458622409363,0.27660269292085793,0.18092822080260035,0.1279847905429174
9,3115.0,,3298.5,,242.73506259918213,,228.56398975849152,,81.75172424316406,,47.712608337402344,,81.75172424316406,,47.712608337402344,,1498,3012,66,89,,,81.75172424316406,47.712608337402344,,,-51.7098388671875,0.9443686524177657,0.9416191765254338,0.6643590988426368,0.5836281592726406,1.7134197247203975,0.8756569025679757,0.5303030303030303,0.7985975448374665,62.97730687993916,,97.6192626953125,,47.14363479614258,,1535.400856072766,3056.6551631888706,31.34150505065918,0.18344333931228757,0.012272802003912358,0.0006570452167676363,5.9583515279655975e-05,9.152010627222489e-09,5.3887727375554415e-06,7.435429982320937e-09,1.0,0.49731591639591416,0.29206537888987516,0.1902362983302085,0.13309901400489718
10,3504.5,,3635.0,,256.6101713180542,,243.016397356987,,93.53399658203125,,46.24184799194336,,93.53399658203125,,46.24184799194336,,1897,3088,91,52,,,93.53399658203125,46.24184799194336,,,-6.519801616668701,0.9640990371389271,0.9470255840162374,0.6687875736201995,0.4943854607066672,2.022713205543332,0.9061858342257277,0.7405959425190194,0.810254386782808,66.79871244660616,,108.74544525146484,,45.98624038696289,,1939.1950349550577,3111.854663052266,77.28939056396484,0.19062832801975588,0.01758952564268935,0.00019390442827616812,2.587296478614662e-05,1.7590521020927726e-09,3.292778140679639e-06,5.143388816586672e-10,1.0,0.4930530231061388,0.2896113574455834,0.18971840605265133,0.13384254180803803
11,7595.0,,7892.0,,475.52899873256683,,442.98483192920685,,205.1588134765625,,46.115196228027344,,205.1588134765625,,46.115196228027344,,2188,1135,113,181,,,205.1588134765625,46.115196228027344,,,-62.02052307128906,0.9623669538773442,0.9315621825585814,0.4220691694247901,0.22477804119926625,4.448833145198101,0.975253909474375,0.3713391678482374,0.8027744441706984,98.33745137160898,,211.726318359375,,46.81010437011719,,2247.1547289883692,1224.4209128812813,28.63323211669922,0.31538933575373346,0.105459411325803,0.0003211882564964853,3.408856918132061e-05,-2.3504588422884295e-09,-9.43193222578074e-06,-2.6834554755582745e-09,1.0,0.4431938434652205,0.25201528376622034,0.1643694365082908,0.11641813463670769
12,1828.5,,1963.5,,178.9533177614212,,170.79615688323975,,52.75140380859375,,50.33513259887695,,52.75140380859375,,50.33513259887695,,1633,1917,55,52,,,52.75140380859375,50.33513259887695,,,-6.483073711395264,0.9312452253628725,0.9544173811348025,0.7175056406549564,0.9541951296977018,1.0480036722853634,0.7180649305354552,0.6393356643356644,0.6886360055453086,48.250580385610334,,65.66608428955078,,45.7020263671875,,1655.9288123233978,1944.1892261416463,145.4962158203125,0.16116049734579324,0.0014985684230678447,0.0011003288782597067,2.0220131197593377e-05,3.0150018356534988e-09,5.721829660714453e-07,1.0746326766816104e-10,1.0,0.46910523794041536,0.25359163237076837,0.1498455227732487,0.09452553627828524
13,7112.5,,7497.0,,446.31579554080963,,415.8039458990097,,189.76470947265625,,47.41946792602539,,189.76470947265625,,47.41946792602539,,2344,2233,116,160,,,189.76470947265625,47.41946792602539,,,-57.86275100708008,0.9487128184607176,0.931636186873404,0.44869127959013166,0.24988559810620742,4.001831268302929,0.9724135912844027,0.3832165948275862,0.7904058626675369,95.1625780542375,,204.2814483642578,,47.65138244628906,,2397.30359695372,2310.597539543058,31.367618560791016,0.29877169124455993,0.09014470869474296,0.0006356462329103039,7.687429112349018e-05,-3.516339786606396e-09,-9.956141260789765e-06,1.6629340526479425e-08,1.0,0.4587472781311613,0.2674614078105029,0.1780870691859026,0.1284807046481675
14,2435.5,,2571.5,,205.92387974262238,,190.28030061721802,,59.77901840209961,,57.01908493041992,,59.77901840209961,,57.01908493041992,,1073,2261,59,60,,,57.01908493041992,59.77901840209961,,,-3.3664608001708984,0.9471125802061053,0.9240322242133513,0.7217463127881785,0.9538310673970057,1.048403678786631,0.7515596041451187,0.6879943502824859,0.7145277682786254,55.68639790112563,,69.86178588867188,,46.08538818359375,,1102.2013960172449,2291.323684390611,131.18185424804688,0.16041679232928385,0.00440517469310325,5.273903060773346e-05,3.947015768929798e-06,5.525961396083302e-11,2.49023706516417e-07,-1.3762935370275778e-11,1.0,0.49739092567322607,0.28433133317051446,0.17696430176827954,0.11698875149013946
15,2498.5,,2732.5,,219.58073365688324,,203.59143388271332,,74.86062622070312,,50.27420425415039,,74.86062622070312,,50.27420425415039,,883,1623,64,65,,,74.86062622070312,50.27420425415039,,,-65.09523010253906,0.9143641354071363,0.927182592443858,0.6511795513908096,0.671570714702982,1.489046466897047,0.8014861911802396,0.6006009615384615,0.6638664066507316,56.40203012765413,,77.67418670654297,,46.4501953125,,920.7164298579147,1655.3113868320993,41.14427185058594,0.167506992992185,0.005676666949163443,0.0005256955325287845,2.0085684478019716e-05,4.0002088934091713e-10,-5.390789094705972e-07,-2.025112453249672e-09,1.0,0.44769166622206225,0.2334362084488852,0.13439574510483432,0.08334280300327074
16,3036.5,,3263.5,,244.55129599571228,,228.21470260620117,,88.54828643798828,,46.957427978515625,,88.54828643798828,,46.957427978515625,,1724,1755,70,78,,,46.957427978515625,88.54828643798828,,,-26.565052032470703,0.9304427761605638,0.9331976822163415,0.6380331034742259,0.5303030681615801,1.8857141510923825,0.8955372317666619,0.5561355311355312,0.7302790183854231,62.17870919847341,,103.97196960449219,,46.26613235473633,,1753.140457763873,1795.6970744826826,149.22625732421875,0.177930626578385,0.010008443636417704,0.0006059861174251004,2.0549817785507653e-05,-2.2935817689121314e-09,-1.945539498026884e-06,6.153672893445066e-12,1.0,0.46052438472779766,0.24994060567128315,0.15078908691677173,0.09819254922582694
17,2002.5,,2171.5,,188.81118249893188,,177.67148566246033,,51.13302993774414,,50.38865280151367,,51.13302993774414,,50.38865280151367,,1644,1964,58,51,,,50.38865280151367,51.13302993774414,,,-13.240519523620605,0.9221736127101082,0.9410008629306976,0.7058736407055793,0.9854423425105696,1.0147727135941231,0.6665700196549675,0.6769776876267748,0.7772097668952233,50.49417974709722,,63.83308410644531,,47.58388900756836,,1672.089138576779,1986.0059925093633,148.5874786376953,0.15799201643982064,0.00154479346345455,4.3234146863920994e-05,3.958316862578057e-07,-1.5231465304022451e-12,6.18354876654914e-10,-6.012199437221187e-13,1.0,0.528979197540555,0.3206551721339773,0.2112731922526154,0.14774508092881006
18,6041.5,,6268.0,,381.68837916851044,,360.4810518026352,,162.54449462890625,,46.09381103515625,,162.54449462890625,,46.09381103515625,,1704,2296,108,132,,,162.54449462890625,46.09381103515625,,,-48.652225494384766,0.9638640714741544,0.9444381109739983,0.5211188327885832,0.2835765747735089,3.5263843665461247,0.9626719417083419,0.4237864758698092,0.8063617119207321,87.7056253014451,,173.6957550048828,,47.01438522338867,,1759.5009517503931,2364.9886617561865,40.054466247558594,0.266683944334319,0.06519493297636335,0.00019613495935925495,3.7428781089714265e-05,1.9842903142991326e-09,2.1471354795026313e-06,2.5196060530790232e-09,1.0,0.4610839267018343,0.26675056532400554,0.17573624960354803,0.12543773619118584
19,3825.5,,3960.0,,286.40916109085083,,269.88646817207336,,110.5573959350586,,45.030609130859375,,110.5573959350586,,45.030609130859375,,1809,1954,62,104,,,110.5573959350586,45.030609130859375,,,-72.25532531738281,0.9660353535353535,0.9423108784095898,0.58603595208466,0.4073052621220416,2.4551610131183828,0.9479025645425013,0.5932847394540943,0.7684092492725527,69.79095842861284,,140.52676391601562,,44.76626205444336,,1835.8086088964405,1997.8501285235043,15.672524452209473,0.20701113533166338,0.024779120480434277,0.0009617123419564741,0.0001445498265046076,4.1288260440370235e-08,1.3970984337905117e-05,3.466964459706007e-08,1.0,0.4550498872824767,0.25123074622708846,0.15679986616618236,0.10649040848012012
20,2612.5,,2761.5,,218.8944422006607,,206.0701059103012,,79.57154083251953,,45.32229995727539,,79.57154083251953,,45.32229995727539,,568,1853,66,68,,,45.32229995727539,79.57154083251953,,,-55.49147415161133,0.9460438167662503,0.9414131479930248,0.6851674035548702,0.5695792677016119,1.7556818808297538,0.8507963873452723,0.5821078431372549,0.724413592336894,57.67441643068972,,85.77705383300781,,45.07545471191406,,600.958596491228,1889.1893460925037,128.83505249023438,0.17265402555496898,0.007871908423314389,0.00043084707179393304,1.231993052470945e-05,5.986334975374816e-10,5.681967372594264e-07,6.689388689032497e-10,1.0,0.48380767996571733,0.27421440272869363,0.17210877247428014,0.11633659663328191
21,2275.5,,2376.0,,194.2670260667801,,181.82583582401276,,64.65496826171875,,48.191104888916016,,64.65496826171875,,48.191104888916016,,831,2327,64,53,,,64.65496826171875,48.191104888916016,,,-59.0362434387207,0.9577020202020202,0.9359583018556601,0.7576847045391462,0.7453581091222846,1.3416369765904543,0.7333756788360452,0.6708431603773585,0.730311355376222,53.826170066658676,,66.62977600097656,,45.29649353027344,,861.2124807734564,2351.049439683586,51.20066452026367,0.16047532065143702,0.004281244231040555,9.385160503482852e-05,3.571031820426957e-06,2.0385892620667044e-11,-1.0483888354436082e-08,-6.211701985958908e-11,1.0,0.5291537619575073,0.3218646612983305,0.21318883702810318,0.14995076906523247
22,2455.0,,2541.5,,208.911687374115,,201.5726579427719,,72.0,,42.0,,72.0,,42.0,,1537,1194,43,73,,,72.0,42.0,,,-90.0,0.9659649813102499,0.9648701825944257,0.7068640370729623,0.5833333333333334,1.7142857142857142,0.868830045597205,0.7820962089837528,0.8118386243386243,55.908881962751,,85.00994110107422,,42.08930969238281,,1557.5704684317718,1234.7578411405295,175.54620361328125,0.17463325394113277,0.008622010311659791,0.0006760682749129816,5.0505709688153816e-05,8.471091050900065e-09,4.3384468589705085e-06,3.921151550077094e-09,1.0,0.49383430357719,0.28600625758826653,0.1833633770512545,0.12643826249573817
23,3601.5,,3920.0,,283.92387998104095,,263.62624180316925,,101.28166961669922,,43.89505386352539,,101.28166961669922,,43.89505386352539,,1002,1662,61,98,,,101.28166961669922,43.89505386352539,,,-79.04593658447266,0.91875,0.9285102817726107,0.5614220176157745,0.43339583588665503,2.307359501860852,0.9340874905678846,0.6024590163934426,0.8100969196665346,67.71685329638176,,123.98455810546875,,44.267967224121094,,1032.0648803739182,1706.230690915822,14.816254615783691,0.2104263988415873,0.026812204540251596,0.0004125216336879906,9.795594323162421e-05,1.968780626327929e-08,1.6112625745868174e-05,-5.156631046040146e-10,1.0,0.4958719548306122,0.29801002691629774,0.20128327888070485,0.14666733517576455
24,1783.5,,1826.0,,170.66904664039612,,164.54018425941467,,51.0,,44.0,,51.0,,44.0,,1708,1932,45,52,,,51.0,44.0,,,-90.0,0.9767250821467689,0.9640891977682684,0.7694376842626584,0.8627450980392157,1.1590909090909092,0.8955275474336589,0.7621794871794871,0.7947860962566845,47.653150242509284,,95.85334014892578,,42.65531921386719,,1728.9806560134566,1960.868330062611,175.0950164794922,0.15933754039837547,0.0016533432303467825,0.0007379592123542064,1.2946447148395162e-06,-2.5486586385494985e-11,-1.1322715462368465e-08,-3.086049740710942e-11,1.0,0.5247033607880646,0.3156998001715543,0.20627820756886808,0.14274166600377297
25,2832.0,,2922.5,,230.85281193256378,,219.11648547649384,,84.38666534423828,,44.35858917236328,,84.38666534423828,,44.35858917236328,,1826,1885,65,70,,,84.38666534423828,44.35858917236328,,,-69.44395446777344,0.9690333618477331,0.9491609984828847,0.6677790273639258,0.5256587517875178,1.9023748707682904,0.9051472141136487,0.6224175824175824,0.7565570778635086,60.04843370721655,,101.48426055908203,,43.14078140258789,,1861.076565442561,1921.724988229755,27.561017990112305,0.1824374802386135,0.012971684582721668,0.00022085685015730335,8.984207553763905e-06,2.5259719299202754e-10,5.50991419425834e-07,3.104401419352376e-10,1.0,0.473609834412587,0.2653573494364248,0.1654657326506523,0.11128925849601791
26,6884.5,,7152.0,,451.4284940958023,,426.2706083059311,,199.60800170898438,,44.75627517700195,,199.60800170898438,,44.75627517700195,,1880,1290,119,167,,,199.60800170898438,44.75627517700195,,,-54.13017654418945,0.962597874720358,0.9442704966148366,0.4245260373560235,0.2242208468288447,4.459888606001625,0.9761079484045375,0.34642479746389576,0.7706204362511211,93.62487728018247,,204.11700439453125,,44.35179901123047,,1941.7227104364877,1376.1246762050014,34.66188430786133,0.32391951512086065,0.11365794163192597,0.0003955938945164484,7.622479787952865e-05,7.1473001369235095e-09,3.0121020860965284e-06,1.1143273266951662e-08,1.0,0.4500230327232653,0.2610824419697795,0.17406936314451416,0.12609053654111071
27,2759.0,,3014.0,,243.96551060676575,,216.34141087532043,,86.20413208007812,,46.88512420654297,,86.20413208007812,,46.88512420654297,,1215,2234,68,72,,,86.20413208007812,46.88512420654297,,,-29.744882583618164,0.9153948241539482,0.8867704715197591,0.58251175733867,0.5438848820261851,1.8386243726330593,0.8600730067185498,0.5635212418300654,0.6826349911091821,59.26945169245548,,84.5615234375,,43.14083480834961,,1247.5205992509361,2271.6417784221335,47.01685333251953,0.18249560745244028,0.013536267804197219,4.2419178269934976e-05,1.3447565444307398e-05,3.196385591578806e-10,1.5417923739160202e-06,-3.148277417752345e-11,1.0,0.4652400183982814,0.25678609526772095,0.15837140210963005,0.10576994963549206
