label,area_px,area_mm2,hull_area_px,hull_area_mm2,perimeter_px,perimeter_mm,hull_perimeter_px,hull_perimeter_mm,length_px,length_mm,width_px,width_mm,major_axis_px,major_axis_mm,minor_axis_px,minor_axis_mm,bbox_x,bbox_y,bbox_w_px,bbox_h_px,bbox_w_mm,bbox_h_mm,rot_rect_w_px,rot_rect_h_px,rot_rect_w_mm,rot_rect_h_mm,rot_rect_angle,solidity,convexity,circularity,elongation,aspect_ratio,eccentricity,extent,fill_ratio,equivalent_diameter_px,equivalent_diameter_mm,feret_max_px,feret_max_mm,feret_min_px,feret_min_mm,centroid_x,centroid_y,orientation_angle,hu_moments_0,hu_moments_1,hu_moments_2,hu_moments_3,hu_moments_4,hu_moments_5,hu_moments_6,zernike_moments_0,zernike_moments_1,zernike_moments_2,zernike_moments_3,zernike_moments_4
1,4792.0,2.8787004998077665,5027.5,3.0201725297962323,320.71067690849304,7.860555806580712,305.01891565322876,7.475953815030117,120.0,2.9411764705882355,49.0,1.200980392156863,120.0,2.9411764705882355,49.0,1.200980392156863,2637,2381,50,121,1.2254901960784315,2.965686274509804,120.0,49.0,2.9411764705882355,1.200980392156863,-90.0,0.9531576330183988,0.9510719087791968,0.5854635159359663,0.4083333333333333,2.4489795918367347,0.9490947608724998,0.7920661157024793,0.8149659863945579,78.11122773565207,1.9144908758738253,153.01657104492188,3.750406153061811,48.198795318603516,1.181343022514792,2659.8667918753476,2434.6675361713965,3.3059141635894775,0.2227336463135209,0.03407353648344791,0.0007534709272659187,0.00017503053808243636,6.358231136998465e-08,3.258505031365772e-05,3.476177926548627e-10,1.0,0.4765214467449821,0.27712636500176374,0.18145416175315787,0.1281968063332976
2,4278.0,2.5699250288350637,4463.5,2.681360534409843,299.3969683647156,7.338160989331264,286.719854593277,7.027447416501887,112.31019592285156,2.752700880462048,48.08155059814453,1.1784693774055033,112.31019592285156,2.752700880462048,48.08155059814453,1.1784693774055033,2639,2269,50,113,1.2254901960784315,2.7696078431372553,112.31019592285156,48.08155059814453,2.752700880462048,1.1784693774055033,-87.70938873291016,0.9584406855606586,0.9576578418923877,0.5997301014708448,0.42811385202437763,2.33582724612017,0.9410872025692809,0.7571681415929203,0.7922151263290197,73.80324364400948,1.8089030304904286,137.78085327148438,3.3769816978305,46.59252166748047,1.141973570281384,2664.900109085242,2332.1029297179366,4.514335632324219,0.2151844150372652,0.02933318623036958,0.0009963558575433863,0.00021412729843801585,9.82521846499439e-08,3.6519812061922074e-05,-1.168726614548725e-08,1.0,0.4618567476131696,0.2595713606686126,0.1645798046206758,0.11308096246522914
3,3826.0,2.2983948481353327,3963.0,2.3806949250288354,265.6223636865616,6.510352051141216,249.25516438484192,6.109195205510832,98.76866912841797,2.420800713931813,48.8393440246582,1.197042745702407,98.76866912841797,2.420800713931813,48.8393440246582,1.197042745702407,1426,3310,76,84,1.8627450980392157,2.058823529411765,48.8393440246582,98.76866912841797,1.197042745702407,2.420800713931813,-56.976131439208984,0.9654302296240223,0.9383816969529222,0.681436756630858,0.49448215163411596,2.0223176846632347,0.9032164397940571,0.5993107769423559,0.7931511196957529,69.79551918394714,1.710674489802626,114.25444793701172,2.8003541161032284,49.03633499145508,1.2018709556729186,1464.518905732706,3350.001089039902,127.50675201416016,0.1840441915222736,0.014295927879148537,1.7082195146765934e-05,6.030534207565004e-07,-1.7218635405888373e-12,-7.234875735024016e-08,-8.840783376942557e-13,1.0,0.5045242532737446,0.3011858225685232,0.19980837301663942,0.14260666473301317
4,4150.0,2.4930315263360248,4369.5,2.624891868512111,289.3624789714813,7.092217621850033,272.08136510849,6.668660909521814,106.36659240722656,2.6070243237065336,49.172752380371094,1.2052145191267425,106.36659240722656,2.6070243237065336,49.172752380371094,1.2052145191267425,1049,3257,78,105,1.911764705882353,2.573529411764706,49.172752380371094,106.36659240722656,1.2052145191267425,2.6070243237065336,-35.537681579589844,0.9497654193843689,0.9402786638944488,0.6228357434140462,0.46229508032101146,2.1631205750786133,0.9159837477127549,0.5067155067155067,0.7934477490236991,72.69074295019226,1.7816358566223593,122.52080535888672,3.0029609156589885,49.157230377197266,1.204834077872482,1093.0624096385543,3307.913815261044,148.84336853027344,0.19978465976774973,0.020980302634320793,0.0007240452622446199,9.047812161341821e-05,1.9592063698449006e-08,1.0580937688819278e-05,-1.235734680887814e-08,1.0,0.48192179525625606,0.27894135802622294,0.18089394705614759,0.12668696009698002
5,1377.5,0.8275062475970781,1739.0,1.0446703191080355,183.78174543380737,4.50445454494626,172.4468057155609,4.226637394989238,61.93282699584961,1.5179614459767061,35.669647216796875,0.8742560592352175,61.93282699584961,1.5179614459767061,35.669647216796875,0.8742560592352175,1492,3347,41,69,1.0049019607843137,1.6911764705882355,61.93282699584961,35.669647216796875,1.5179614459767061,0.8742560592352175,-77.98851776123047,0.7921219091431857,0.9383239086586597,0.512503372821189,0.5759408854239328,1.7362893055663688,0.7265200579880076,0.48692117355956166,0.6235508694540164,41.879439739240624,1.026456856353937,66.16185760498047,1.6216141569848155,45.462806701660156,1.1142844779818666,1512.7005444646097,3381.2626739261946,146.1808319091797,0.2019902117698585,0.018137897464644153,3.8708949164026425e-05,1.972130780206629e-06,1.4303678481316771e-11,1.519402136508357e-07,-9.60817847166411e-12,1.0,0.45747219545681994,0.25075886818244747,0.15372954712431475,0.10184741869383317
6,4044.5,2.429654459823145,4200.5,2.5233684159938488,277.03657734394073,6.7901121898024694,260.12843227386475,6.37569686945747,102.684814453125,2.51678466796875,49.0168571472168,1.2013935575298236,102.684814453125,2.51678466796875,49.0168571472168,1.2013935575298236,1525,3367,89,76,2.181372549019608,1.8627450980392157,49.0168571472168,102.684814453125,1.2013935575298236,2.51678466796875,-62.04903030395508,0.962861564099512,0.9389678242772811,0.6622172319996603,0.47735254144703837,2.0948877677881783,0.9230060159759742,0.5979450029568303,0.8035504622390557,71.7608342947695,1.7588439778129779,128.8170928955078,3.1572816886153876,49.566951751708984,1.2148762684242398,1565.007911979231,3409.3487040013183,116.32119750976562,0.18974274912328346,0.016181593530856058,0.0004928338796789182,2.878859814763276e-05,-3.407542898753489e-09,-3.488190689992236e-06,3.8837232266342435e-10,1.0,0.5026674724544069,0.3002261207807189,0.19949186691126417,0.14251246888143831
7,5672.0,3.4073433294886586,5966.0,3.5839580930411383,361.73001062870026,8.865931633056379,338.36691522598267,8.29330674573487,138.4297332763672,3.392885619518804,49.04874801635742,1.2021751964793486,138.4297332763672,3.392885619518804,49.04874801635742,1.2021751964793486,2771,1597,117,117,2.8676470588235294,2.8676470588235294,49.04874801635742,138.4297332763672,1.2021751964793486,3.392885619518804,-44.144901275634766,0.9507207509218907,0.9354128916146282,0.5447246191672128,0.35432234719714695,2.8222888223406195,0.957973943249893,0.41434728614215793,0.8353700749749297,84.98126086225035,2.08287404074143,170.0851593017578,4.1687539044548485,48.789817810058594,1.195828867893593,2831.2067172073343,1657.2760343206394,136.01564025878906,0.23958915785524698,0.04519570545066553,0.0003402777507449804,7.877527882681967e-05,1.288458796914533e-08,1.6916221510929505e-05,6.147543739948651e-10,1.0,0.47689109361391424,0.28021324362302386,0.18573602950362797,0.13266871162435595
8,2867.0,1.7222943098808152,3142.0,1.887495194156094,232.87719762325287,5.707774451550316,217.30078601837158,5.325999657313029,70.98179626464844,1.7397499084472658,49.20650100708008,1.206041691350002,70.98179626464844,1.7397499084472658,49.20650100708008,1.206041691350002,1010,3207,76,77,1.8627450980392157,1.8872549019607845,49.20650100708008,70.98179626464844,1.206041691350002,1.7397499084472658,-43.9583740234375,0.9124761298535964,0.9331131954358164,0.6643296321375644,0.6932270468842268,1.4425288287503966,0.7576910849393567,0.48991797676008203,0.8208394550482313,60.418356273203194,1.4808420655196863,81.25592803955078,1.99156686371448,53.02870559692383,1.299723176395192,1046.5503429833739,3246.540692942681,137.3394317626953,0.16266463770081296,0.002520166951127664,0.0002977729775174377,8.570063078793361e-06,-2.390396028318604e-10,-3.4712773200761016e-07,-3.6099809454673505e-10,1.0,0.5167543426170879,0.3079012111800305,0.2002463581880119,0.1385455937581824
9,8395.0,5.043132449058055,8901.0,5.347102076124568,517.6467486619949,12.687420310343015,479.39609253406525,11.74990422877611,224.2697296142578,5.496807098388672,49.319732666015625,1.2088169771082262,224.2697296142578,5.496807098388672,49.319732666015625,1.2088169771082262,2897,2429,89,212,2.181372549019608,5.196078431372549,49.319732666015625,224.2697296142578,1.2088169771082262,5.496807098388672,-19.88516616821289,0.9431524547803618,0.9261066427504869,0.39369833978829966,0.2199125702378345,4.547261663662538,0.9777214977317963,0.44493322026711896,0.7589782441098623,103.38687526979278,2.533992040926294,227.55833435058594,5.5774101556516165,47.76593780517578,1.1707337697347007,2941.5213023625174,2530.925372245384,161.39828491210938,0.3347051757188142,0.124390459703363,1.3172193220184842e-05,4.229746240724738e-06,2.848595420327352e-11,9.890546130131286e-07,-1.3614229396292443e-11,1.0,0.4439133380437894,0.25574985132917766,0.1697835649372053,0.12251550788380661
10,3598.5,2.1617286620530565,3825.5,2.2980944828911958,269.8061281442642,6.612895297653536,247.28816270828247,6.060984380104963,93.68853759765625,2.296287686217065,48.60411071777344,1.1912772234748392,93.68853759765625,2.296287686217065,48.60411071777344,1.1912772234748392,744,3108,85,84,2.0833333333333335,2.058823529411765,93.68853759765625,48.60411071777344,2.296287686217065,1.1912772234748392,-47.815555572509766,0.9406613514573259,0.9165402002139051,0.6211947144070328,0.5187839618812594,1.9275846469380304,0.9067274353139941,0.5039915966386554,0.7902455255707653,67.68864381659218,1.659035387661573,113.63276672363281,2.785116831461589,47.9208869934082,1.1745315439560835,790.1040248251585,3148.829049140845,45.41526794433594,0.18521213381603302,0.014098625337961223,0.00043676584369170974,3.1558355969661366e-05,3.0583213731627023e-09,2.8715755277592626e-06,2.092326208789038e-09,1.0,0.4957878813640303,0.2912517900840189,0.1902346103456736,0.1336375409138425
11,4233.0,2.542892156862745,4464.5,2.681961264898116,297.50461280345917,7.29177972557498,277.6964386701584,6.80628526152349,112.24687194824219,2.7511488222608382,48.690738677978516,1.193400457793591,112.24687194824219,2.7511488222608382,48.690738677978516,1.193400457793591,682,3166,99,90,2.4264705882352944,2.2058823529411766,112.24687194824219,48.690738677978516,2.7511488222608382,1.193400457793591,-41.72951126098633,0.9481464889685295,0.9334189344271221,0.6009948144517907,0.4337825886179719,2.305302301749806,0.9406707563742106,0.4750841750841751,0.7745111212202176,73.41405173986752,1.7993640132320472,139.4260711669922,3.417305665857652,47.310150146484375,1.1595625035903034,727.5737459642492,3210.8468777069056,48.169700622558594,0.20731812334847805,0.025322544741483807,0.0005942769493290919,7.527688885011058e-05,1.3821691035676504e-08,9.434832343320555e-06,7.909642047316517e-09,1.0,0.4791071897741929,0.27756589877751786,0.18068505848237437,0.12706508073782763
12,3831.0,2.3013985005767013,4080.0,2.450980392156863,279.2203427553177,6.843635851846022,257.52395236492157,6.311861577571608,103.21162414550781,2.529696670233035,48.723121643066406,1.1941941579182944,103.21162414550781,2.529696670233035,48.723121643066406,1.1941941579182944,1746,1135,84,91,2.058823529411765,2.230392156862745,48.723121643066406,103.21162414550781,1.1941941579182944,2.529696670233035,-42.70939254760742,0.9389705882352941,0.9222965269066775,0.6174871215166272,0.472070099142869,2.1183294638141366,0.9127830274458678,0.5011773940345369,0.7618130965077093,69.8411103568694,1.7117919205115049,115.55195617675781,2.832155788646025,47.19659423828125,1.156779270546109,1790.91738449491,1178.7248760114853,140.18067932128906,0.19604585332952762,0.019895864560552375,0.0003947789214165046,4.175637648787512e-05,4.099185631540288e-09,3.822001347676886e-06,-3.456372131058261e-09,1.0,0.49820102916650233,0.2974774075321449,0.19887846799591413,0.14352269760031197
13,3886.0,2.3344386774317574,4079.0,2.450379661668589,284.1909067630768,6.965463401055804,265.9308171272278,6.517912184490878,105.1983871459961,2.57839184181363,48.195858001708984,1.1812710294536517,105.1983871459961,2.57839184181363,48.195858001708984,1.1812710294536517,2720,1530,84,97,2.058823529411765,2.377450980392157,48.195858001708984,105.1983871459961,1.1812710294536517,2.57839184181363,-40.81508255004883,0.9526844814905614,0.9357471009757817,0.6046336378907516,0.4581425562620267,2.1827267219159343,0.9294149074364065,0.47692685321551304,0.7664503001752925,70.34066299688142,1.7240358577667017,126.27704620361328,3.0950256422454236,46.60083770751953,1.1421773947921454,2758.729885057471,1577.6478383942358,141.8004150390625,0.20615012389856102,0.02419726577479504,0.001027361408320278,0.00018846765720581418,8.260859572230946e-08,2.9339769242136594e-05,-7.671298643084684e-09,1.0,0.46400817080615847,0.26011947236512634,0.16387986919113162,0.1116645847557596
14,6918.5,4.156153883121877,7238.5,4.348387639369474,445.14422273635864,10.910397616087222,410.0039941072464,10.049117502628588,190.60716247558594,4.671744178323185,47.997806549072266,1.1764168271831439,190.60716247558594,4.671744178323185,47.997806549072266,1.1764168271831439,1755,3315,164,109,4.019607843137255,2.6715686274509807,47.997806549072266,190.60716247558594,1.1764168271831439,4.671744178323185,-56.85300064086914,0.9557919458451336,0.9210587786288661,0.4387532300412765,0.25181533540335926,3.971164021437353,0.9697623273048656,0.3870272991720743,0.7562255354755189,93.85578186904749,2.30038681051587,192.83059692382812,4.726240120682062,47.06055450439453,1.1534449633430033,1838.1801209318012,3364.5614897256146,120.9869384765625,0.2936344172594021,0.08666433117371014,0.00035158465664056733,4.471565486175183e-05,-4.85213834178849e-10,-5.462076560190251e-06,-5.5863098727385696e-09,1.0,0.44608620698117096,0.2541027735407041,0.16632196894549545,0.11851632756771578
